,run_number,total_run_time,viper_initial_contact_range,viper_initial_contact_ata,viper_initial_contact_aa,viper_briefed_behavior,viper_briefed_launch_range,viper_briefed_evasion_range,viper_alive,cobra_initial_contact_range,cobra_initial_contact_ata,cobra_initial_contact_aa,cobra_briefed_behavior,cobra_briefed_launch_range,cobra_briefed_evasion_range,cobra_alive,outcome,viper_launched,viper_launch_range,viper_time_at_launch,cobra_launched,cobra_launch_range,cobra_time_at_launch,viper_time_in_NEUTRAL,cobra_time_in_NEUTRAL,viper_time_in_DEFENSIVE,cobra_time_in_DEFENSIVE,viper_time_in_HEADON,cobra_time_in_HEADON,viper_time_in_OFFENSIVE,cobra_time_in_OFFENSIVE,viper_p_NEUTRAL,viper_p_DEFENSIVE,viper_p_HEADON,viper_p_OFFENSIVE,cobra_p_NEUTRAL,cobra_p_DEFENSIVE,cobra_p_HEADON,cobra_p_OFFENSIVE,lognorm_viper_launch_range,lognorm_viper_briefed_launch_range,lognorm_viper_briefed_evasion_range,lognorm_cobra_launch_range,lognorm_cobra_briefed_launch_range,lognorm_cobra_briefed_evasion_range,norm_viper_launch_range,norm_viper_briefed_launch_range,norm_viper_briefed_evasion_range,norm_cobra_launch_range,norm_cobra_briefed_launch_range,norm_cobra_briefed_evasion_range,briefed_evasion_range_diff,launch_range_diff,briefed_launch_range_diff,time_at_launch_diff,viper_launch_cobra_evade_diff,viper_evade_cobra_launch_diff
33,34,120.6,60000.0,0.0,180.0,BehaviorType.ATTACK,55872.05880705118,41635.62891330296,1,60000.0,0.0,180.0,BehaviorType.ATTACK,66404.15136047086,6831.038524710307,1,2,1,55771.443,7.1,1,59790.0,0.4,0.0,0.0,70.20000000000029,0.0,50.50000000000045,50.50000000000045,0.0,70.20000000000029,9.989718707413172e-05,0.5814910889389782,0.4183091166868737,9.989718707413172e-05,9.989718707413172e-05,9.989718707413172e-05,0.4183091166868737,0.5814910889389782,0.9367638464374296,0.8200905405713269,0.9216216366905735,1.0,0.9584329741105285,0.6677174765307138,0.9327899349400411,0.7175134923988038,0.5952419938460712,1.0,0.9291450614219565,0.09684805374229111,0.49809514690606105,-0.06721006505995886,-0.21067932770039755,6.699999999999999,49041.020282340876,-24768.522447167903
34,35,106.1,60000.0,0.0,180.0,BehaviorType.ATTACK,21123.11359129125,55507.158565951846,0,60000.0,0.0,180.0,BehaviorType.ATTACK,39686.74130873394,6052.064152684451,1,0,0,-1.0,-1.0,1,39570.0,34.1,0.0,0.0,47.500000000000405,0.0,58.60000000000056,58.60000000000056,0.0,47.600000000000406,9.998000399919926e-05,0.4476013374139496,0.5521987025780521,9.998000399919926e-05,9.98858796763952e-05,9.98858796763952e-05,0.5516788453380599,0.44812138290258735,,0.043509537887319545,0.9651425501767289,0.617805885975313,0.5453023842726421,0.65042198738405,0.0,0.022410939964699297,0.7940062649939728,0.6618220133464903,0.3928263388848695,0.08570000258184864,0.7077613108500546,-0.6618220133464903,-0.37133860981134564,-35.1,15071.049438606799,15820.417257217909
35,36,63.9,60000.0,0.0,180.0,BehaviorType.ATTACK,63523.46228215432,5570.748732866463,1,60000.0,0.0,180.0,BehaviorType.ATTACK,39864.20444956813,4167.134348162944,0,3,1,59790.0,0.4,1,39787.167,38.1,0.0,0.0,0.0,0.0,64.00000000000064,63.900000000000645,0.0,0.0,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,1.0,0.9225584886334119,0.6171967119920984,0.6228736642525984,0.5488832738549265,0.5971157892141239,1.0,0.8705687880984048,0.0784706065079783,0.6654541151678346,0.3963886903555139,0.05872441179315563,0.020087393798994505,0.3345458848321654,0.4732693440337448,-37.7,59356.32793399138,-34293.45571670167
36,37,120.6,60000.0,0.0,180.0,BehaviorType.ATTACK,67657.86046474936,61960.587017706726,1,60000.0,0.0,180.0,BehaviorType.ATTACK,58670.80551856702,50808.254687665234,1,2,1,59790.0,0.4,1,58590.003,2.4,92.39999999999904,92.39999999999904,2.700000000000001,0.0,25.60000000000009,25.60000000000009,0.0,2.700000000000001,0.7654579003953682,0.022367276310254505,0.2120749161268582,9.990716751913675e-05,0.7654579003953682,9.990716751913675e-05,0.2120749161268582,0.022367276310254505,1.0,0.9728996857317679,0.9817887588305376,0.9812273520998903,0.8590575933801765,0.9543510052031998,1.0,0.9532714632920493,0.8864770331599944,0.9799301399876235,0.7739077777617566,0.7262144017050024,0.15960316005034436,0.02006986001237654,0.17977307780622032,-2.0,16849.60577708413,3289.78149913971
37,38,63.1,60000.0,0.0,180.0,BehaviorType.ATTACK,26259.54582951304,31019.61044080151,0,60000.0,0.0,180.0,BehaviorType.ATTACK,66847.4503693794,24947.965198741884,1,0,0,-1.0,-1.0,1,59790.0,0.4,0.0,0.0,0.0,0.0,63.10000000000063,63.200000000000635,0.0,0.0,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,,0.21728618404329025,0.8770744439345524,1.0,0.9637731224024668,0.8527489600091742,0.0,0.12515786183597102,0.4431257365177765,1.0,0.938043736768833,0.35612285492327933,0.08689247582113163,-1.0,-0.8119025158443475,-1.4,1311.5806307711573,-35827.83992857789
38,39,76.6,60000.0,0.0,180.0,BehaviorType.ATTACK,21518.757658517512,9799.219494917012,0,60000.0,0.0,180.0,BehaviorType.ATTACK,42629.25657661305,15391.29280019106,1,0,1,21430.263,69.4,1,42510.0,29.2,0.0,0.0,0.0,0.0,76.59999999999994,76.69999999999993,0.0,0.0,9.997000899730089e-05,9.997000899730089e-05,0.999700089973008,9.997000899730089e-05,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,0.06746525537527655,0.05832517228692292,0.7026738772273057,0.6841656237684837,0.602707018759697,0.7837554125010094,0.3584362696726932,0.030325229140292925,0.13906009664605362,0.7109932933050125,0.45189366713483226,0.21935548920678974,-0.08002923015042468,-0.3525570236323193,-0.4222850964256155,40.2,6127.464858326452,-32830.037081696035
39,40,106.7,60000.0,0.0,180.0,BehaviorType.ATTACK,29381.85202136617,14952.776422622366,1,60000.0,0.0,180.0,BehaviorType.ATTACK,33147.42151836426,55098.17989045829,0,3,1,29310.991,51.2,1,33030.0,45.0,0.0,0.0,0.0,36.900000000000254,69.80000000000032,69.80000000000032,37.000000000000256,0.0,9.988640846482494e-05,9.988640846482494e-05,0.6534274893012946,0.3463727378817758,9.998000399919961e-05,0.3457602762484059,0.6540397637435956,9.998000399919961e-05,0.35208649514167967,0.3069822331427416,0.7666325682037436,0.4505317197640652,0.4007930507453588,0.9659298469743166,0.490240855647171,0.1876150958602601,0.2129050879487227,0.5524410028265123,0.26155764070487675,0.7876083414193903,-0.5745285439264551,-0.0622001471793413,-0.07532478906854034,6.200000000000003,-25716.32786909212,-18194.645095741893
40,41,300.0,60000.0,0.0,180.0,BehaviorType.ATTACK,62361.76294167631,4432.213386028039,0,60000.0,0.0,180.0,BehaviorType.ATTACK,67034.4215003014,11445.417820650044,0,1,1,59790.0,0.4,1,59790.0,0.4,0.0,0.0,0.0,0.0,74.60000000000005,74.60000000000005,0.0,0.0,0.0004016601954746282,0.0004016601954746282,0.9987950194135762,0.0004016601954746282,0.0004016601954746282,0.0004016601954746282,0.9987950194135762,0.0004016601954746282,1.0,0.907822791161645,0.5825940190311377,1.0,0.9660148376937533,0.7414424517441484,1.0,0.8473306675824173,0.06215660552487485,1.0,0.9417969492955421,0.16288531801202663,-0.10036730943083333,0.0,-0.09346979802081257,0.0,50916.345121026265,-62602.20811427336
41,42,173.7,60000.0,0.0,180.0,BehaviorType.ATTACK,23227.818635751195,36821.116114710014,1,60000.0,0.0,180.0,BehaviorType.ATTACK,28044.46187628041,31695.121597125948,1,2,1,23138.505,61.5,1,27930.0,53.5,96.2999999999988,96.2999999999988,0.4,0.0,77.09999999999991,77.09999999999991,0.0,0.4,0.5540297842499833,0.0023012659781931053,0.44356901729672055,9.99324751030356e-05,0.5540297842499833,9.99324751030356e-05,0.44356901729672055,0.0023012659781931053,0.13717037709285917,0.1193418348622311,0.9030233019177625,0.2952392518492274,0.2666199370297883,0.8869422352202394,0.38700648927096054,0.0645125300832254,0.5262551444280742,0.4671438845311167,0.15912208310026538,0.4526827000451105,0.07335908751601145,-0.08013739526015617,-0.0963500040035133,8.0,-8467.302961374753,8776.654238429604
42,43,174.6,60000.0,0.0,180.0,BehaviorType.ATTACK,26586.64339682921,38953.06063511481,1,60000.0,0.0,180.0,BehaviorType.ATTACK,27453.11506552229,65142.682429572575,1,2,1,26490.001,55.9,1,27390.0,54.4,96.69999999999878,96.69999999999878,0.1,0.0,77.89999999999986,77.89999999999986,0.0,0.1,0.5534650057298196,0.0005723526429470803,0.4458627088557748,9.993277145856022e-05,0.5534650057298196,9.993277145856022e-05,0.4458627088557748,0.0005723526429470803,0.2601129044943106,0.22716963408643293,0.9115420402714188,0.27716192427750524,0.24951537073332164,0.9898514173352919,0.4430600090314596,0.13170097710248385,0.556803642635343,0.45811242494689836,0.14725153256755916,0.9313571375396349,-0.37480468436715597,-0.015052415915438766,-0.01733251656361748,1.5,-38556.03903274336,11499.94556959252
43,44,120.6,60000.0,0.0,180.0,BehaviorType.ATTACK,35022.987304204515,43944.31507589155,1,60000.0,0.0,180.0,BehaviorType.ATTACK,62344.28146337826,30885.306569777396,1,2,0,-1.0,-1.0,1,59790.0,0.4,0.0,0.0,68.00000000000041,0.0,52.700000000000486,52.700000000000486,0.0,68.00000000000041,9.989718707413159e-05,0.5632677214793523,0.4365324841464994,9.989718707413159e-05,9.989718707413159e-05,9.989718707413159e-05,0.4365324841464994,0.5632677214793523,,0.4471995697295053,0.9297894209865454,1.0,0.9077990522403824,0.8832450467306292,0.0,0.3004578745224632,0.628323011866931,1.0,0.8476482309784711,0.44109328237030526,0.18688996731972324,-1.0,-0.5465231012891723,-1.4,4137.680734427118,-18399.96638748671
44,45,120.6,60000.0,0.0,180.0,BehaviorType.ATTACK,68194.63844935302,19184.12259266369,1,60000.0,0.0,180.0,BehaviorType.ATTACK,21696.928348224075,46586.739073925,1,2,1,59790.0,0.4,0,-1.0,-1.0,0.0,0.0,0.0,73.20000000000012,47.500000000000405,47.500000000000405,73.20000000000012,0.0,9.98971870741319e-05,9.98971870741319e-05,0.39345907015102033,0.6063411354748314,9.98971870741319e-05,0.6063411354748314,0.39345907015102033,9.98971870741319e-05,1.0,0.9792088046097446,0.8043463080140197,,0.06065717752225344,0.9419600721999104,1.0,0.9640089330158559,0.27353577962605513,0.0,0.031703255211025946,0.6657994846979243,-0.39216408322730484,1.0,0.9301196560918101,1.4,21607.899375428024,-2512.8057555603846
45,46,127.5,60000.0,0.0,180.0,BehaviorType.ATTACK,33903.93001026137,62756.15280007889,1,60000.0,0.0,180.0,BehaviorType.ATTACK,55722.22563208099,15406.00550815485,1,2,0,-1.0,-1.0,1,55650.0,7.3,0.0,0.0,95.29999999999886,0.0,32.30000000000019,32.30000000000019,0.0,95.29999999999886,9.990166541952897e-05,0.7467159776063528,0.2530842190628082,9.990166541952897e-05,9.990166541952897e-05,9.990166541952897e-05,0.2530842190628082,0.7467159776063528,,0.42127324143818473,0.9837196740604583,0.9335585411630897,0.8176731677211168,0.7838918959773556,0.0,0.27807274667152937,0.8978766449434876,0.9307588098543259,0.7147187098484942,0.2195660455831984,0.6776370101779614,-0.9307588098543259,-0.4364435490724001,-8.3,18497.92450210652,7033.927167997899
46,47,127.1,60000.0,0.0,180.0,BehaviorType.ATTACK,55990.404149220674,18314.883820301395,1,60000.0,0.0,180.0,BehaviorType.ATTACK,64848.17111470959,67300.60026780258,1,2,1,55891.238,6.9,1,59790.0,0.4,0.0,0.0,0.0,101.09999999999852,26.100000000000094,26.100000000000094,101.09999999999852,0.0,9.990141907175578e-05,9.990141907175578e-05,0.2051476819648179,0.7946525151970386,9.990141907175578e-05,0.7946525151970386,0.2051476819648179,9.990141907175578e-05,0.9387139780762622,0.8217798388553893,0.7973284738002933,1.0,0.939402709758861,0.9945066720763462,0.9347934973490993,0.7198808203536505,0.26108051222812284,1.0,0.8979106964111394,0.9622395122679027,-0.7010439530474638,-0.06520650265090067,-0.17718685814340596,6.5,-11310.19611858191,-46533.2872944082
47,48,120.6,60000.0,0.0,180.0,BehaviorType.ATTACK,66657.67995527829,41231.96609236028,1,60000.0,0.0,180.0,BehaviorType.ATTACK,29180.37683828441,58397.77518663537,1,2,1,59790.0,0.4,0,-1.0,-1.0,0.0,0.0,0.0,92.999999999999,27.70000000000012,27.70000000000012,92.999999999999,0.0,9.989718707413305e-05,9.989718707413305e-05,0.2294487630143862,0.7703514426114656,9.989718707413305e-05,0.7703514426114656,0.2294487630143862,9.989718707413305e-05,1.0,0.9610092016091649,0.9201471412898738,,0.2984872676413972,0.9742379665814849,1.0,0.9332642941330593,0.589457934812693,0.0,0.18192416085230195,0.8348294805113917,-0.245663175664803,1.0,0.74967941884907,1.4,8259.904768642918,12051.589254075869
48,49,77.8,60000.0,0.0,180.0,BehaviorType.ATTACK,50355.23184189969,18361.338050980423,1,60000.0,0.0,180.0,BehaviorType.ATTACK,62524.06358012815,33716.34588001632,0,3,1,50251.107,16.5,1,59790.0,0.4,0.0,0.0,0.0,5.299999999999997,72.50000000000017,72.50000000000017,5.399999999999997,0.0,9.985168559399411e-05,9.985168559399411e-05,0.9304944994298959,0.06930579719891618,9.998000399919994e-05,0.06810977136192281,0.9316902686300789,9.998000399919994e-05,0.8420325869567977,0.737089496568163,0.7977118691882685,1.0,0.910110168678742,0.8957730127534503,0.84046272850429,0.6071573224200129,0.26174615196172574,1.0,0.8512571330016687,0.4816088271701794,-0.2197484525734888,-0.15953727149570995,-0.24341993545022678,16.1,16638.885961883367,-44162.725529147734
49,50,176.7,60000.0,0.0,180.0,BehaviorType.ATTACK,23117.531164256805,56275.05859500238,1,60000.0,0.0,180.0,BehaviorType.ATTACK,26241.521004223054,45589.317966303424,1,2,1,23010.946,61.7,1,26130.0,56.5,96.69999999999878,96.69999999999878,0.2,0.0,79.89999999999975,79.89999999999975,0.0,0.2,0.5468910431858965,0.0011311086725665012,0.45187791469031585,9.99334512212504e-05,0.5468910431858965,9.99334512212504e-05,0.45187791469031585,0.0011311086725665012,0.1321460397179383,0.11554203938178637,0.9672219823900798,0.23355619631705143,0.21328878956986805,0.9388685139962422,0.3848730745429914,0.06230638821442169,0.8050094559477214,0.43703901925038885,0.12293029117734879,0.6515252005422686,0.1529256770105919,-0.05216594470739744,-0.06249091297752246,5.200000000000003,-22471.78680204662,30033.537590779328
50,51,150.0,60000.0,0.0,180.0,BehaviorType.ATTACK,42251.78054712142,1431.23774968143,1,60000.0,0.0,180.0,BehaviorType.ATTACK,27331.169971579493,47923.6450297316,1,2,1,42150.0,29.8,0,-1.0,-1.0,0.0,0.0,0.0,93.89999999999894,56.20000000000053,56.20000000000053,93.89999999999894,0.0,9.991340837940488e-05,9.991340837940488e-05,0.3743422367281738,0.6254579364550674,9.991340837940488e-05,0.6254579364550674,0.3743422367281738,9.991340837940488e-05,0.6822546576333877,0.5970089968533191,0.4115166546081833,,0.24594234252889133,0.9460016444533265,0.7049723202488669,0.44505946179283135,0.01915581541539046,0.0,0.14480363672449584,0.6849322014178236,-0.665361728887435,0.7049723202488669,0.2984653039261375,30.8,-5671.864482610174,-25899.932221898063
51,52,68.2,60000.0,0.0,180.0,BehaviorType.ATTACK,54050.82992346806,29002.15722049195,0,60000.0,0.0,180.0,BehaviorType.ATTACK,57939.79466504707,4981.4691371850495,1,0,1,53971.239,10.1,1,57870.0,3.6,0.0,0.0,0.0,0.0,68.20000000000041,68.30000000000041,0.0,0.0,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,0.9069431190674458,0.7936326310771274,0.8668964006404826,0.9697782379003282,0.8489947925633539,0.6226133818391568,0.9026816577745815,0.6810824341987642,0.4142177769090651,0.967888143700557,0.7592336455625138,0.0703785126413479,0.3437646593755307,-0.06520648592597544,-0.0777931330408208,6.5,49069.36078628301,-28937.63744455512
52,53,67.1,60000.0,0.0,180.0,BehaviorType.ATTACK,55689.273831547085,11977.267490243874,0,60000.0,0.0,180.0,BehaviorType.ATTACK,64424.772863691695,16763.162894203422,1,0,1,55591.801,7.4,1,59790.0,0.4,0.0,0.0,0.0,0.0,67.10000000000048,67.20000000000047,0.0,0.0,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,0.9338316064928989,0.817474366864595,0.7330505422760003,1.0,0.9341453176838859,0.7959519231208971,0.9297854359351742,0.7138571424799615,0.1702692086298659,1.0,0.8894115039867752,0.23898858439290865,-0.06849186408162944,-0.07021456406482585,-0.17474106440719994,7.0,38926.11093734366,-52447.50537344782
53,54,120.6,60000.0,0.0,180.0,BehaviorType.ATTACK,69976.92084463523,3417.9999929679584,1,60000.0,0.0,180.0,BehaviorType.ATTACK,29672.51103151501,62738.50064688502,1,2,1,59790.0,0.4,0,-1.0,-1.0,0.0,0.0,0.0,93.89999999999894,26.800000000000107,26.800000000000107,93.89999999999894,0.0,9.989718707413312e-05,9.989718707413312e-05,0.22199374905363004,0.7778064565722217,9.989718707413312e-05,0.7778064565722217,0.22199374905363004,9.989718707413312e-05,1.0,0.9998066281668172,0.5432672874976439,,0.31191038162876417,0.9844797157457327,1.0,0.9996609228655264,0.04762400595525696,0.0,0.1918031416861158,0.8969504324221076,-0.8489470256037878,1.0,0.8062316125424113,1.4,7238.420197750209,-26254.51103854705
54,55,116.5,60000.0,0.0,180.0,BehaviorType.ATTACK,29217.299667423013,42529.03085850559,0,60000.0,0.0,180.0,BehaviorType.ATTACK,41375.04757382045,53407.761322698,1,0,0,-1.0,-1.0,1,41310.0,31.2,0.0,0.0,60.70000000000059,0.0,55.80000000000052,55.80000000000052,0.0,60.800000000000594,9.998000399919921e-05,0.5209258577469057,0.478874182245096,9.998000399919921e-05,9.989427498621535e-05,9.989427498621535e-05,0.47846356602840073,0.5213366454216268,,0.30249836019335413,0.9248348488749498,0.6576518157088156,0.5787392259849063,0.961478659124932,0.0,0.18432346325027077,0.6080434938195373,0.6909233831178605,0.4267169838833615,0.7634164381261609,-0.1556875914416549,-0.6909233831178605,-0.24319821937370523,-32.2,-24190.46165527499,1153.9832846851423
55,56,132.1,60000.0,0.0,180.0,BehaviorType.ATTACK,51470.54637515309,57535.46981108789,1,60000.0,0.0,180.0,BehaviorType.ATTACK,53007.03144417764,61048.13011774233,1,2,1,51390.021,14.4,1,52890.0,11.9,95.29999999999886,95.29999999999886,0.1,0.0,36.80000000000025,36.80000000000025,0.0,0.1,0.7208054323769878,0.0007563540738478453,0.27833829917600894,9.991437315530035e-05,0.7208054323769878,9.991437315530035e-05,0.27833829917600894,0.0007563540738478453,0.862401729786555,0.7545797611210815,0.9705743647491948,0.886458450669457,0.7775798340958336,0.9805781833737517,0.8595109799133649,0.6294675817391846,0.823069808553754,0.8845980164238765,0.6602145690849782,0.8727592166187186,-0.05027035319018103,-0.025087036510511584,-0.03073516869719184,2.5,-9577.583742589239,4528.438366910246
56,57,163.9,60000.0,0.0,180.0,BehaviorType.ATTACK,27544.567883318872,55844.93765768745,1,60000.0,0.0,180.0,BehaviorType.ATTACK,33924.98618651893,48914.444034278655,1,2,1,27485.241,54.3,1,33810.0,43.7,95.49999999999883,95.49999999999883,0.7,0.0,67.80000000000044,67.80000000000044,0.0,0.7,0.582258882786039,0.004267866156546935,0.41337332201983434,9.992903757972038e-05,0.582258882786039,9.992903757972038e-05,0.41337332201983434,0.004267866156546935,0.29363379682391183,0.255429380266614,0.9660607594397671,0.4721433098617871,0.41940275500844526,0.948924817690039,0.45970532354367716,0.15086287544108729,0.7988462802380744,0.5654864444481611,0.2771662827366884,0.6991117153903827,0.09918361919911411,-0.10578112090448394,-0.12763106968035914,10.599999999999994,-21369.876150959783,21919.95147116852
57,58,152.7,60000.0,0.0,180.0,BehaviorType.ATTACK,29693.33545752438,18170.870786218464,1,60000.0,0.0,180.0,BehaviorType.ATTACK,40600.04377026178,23419.43270619009,1,2,1,29631.284,51.1,1,40530.0,32.5,37.20000000000026,37.20000000000026,0.0,39.100000000000286,76.49999999999994,76.49999999999994,39.100000000000286,0.0,0.24343117019653956,9.992456905648207e-05,0.5006044225815895,0.25586448265281453,0.2434311701965395,0.2558644826528145,0.5006044225815894,9.992456905648206e-05,0.36196424328251886,0.31540148031240617,0.796133697239694,0.6400015609889429,0.5635630533858814,0.8437173195270924,0.49559773210014885,0.19384587294342523,0.2590169585702301,0.6778779414962118,0.411159748018018,0.33424773420133547,-0.07511317304371057,-0.182280209396063,-0.21817297589221904,18.6,6273.902751334288,-22429.172984043315
